都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,高齢者の方と障害者の方が同時一体的に利用できるサービス,介護保険の通常の指定基準を満たしている,障害福祉の通常の指定基準を満たしている,備考
112143,1170603201,埼玉県,春日部市,ウエルガーデンエミナース春日部,ウエルガーデンエミナースカスカベ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県春日部市内牧3701-1,,36.001167300000000,139.715680900000050,048-755-1200,048-755-1211,3011805001988,社会福祉法人ウエルガーデン,1170603201,,,63,http://welgarden.or.jp/facilities/eminence/,,,,
112143,1170602716,埼玉県,春日部市,サンライズ・ヴィラ春日部,サンライズ・ウ”ィラカスカベ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県春日部市大畑363番地１,,35.946849800000000,139.770836300000040,048-745-7055,048-745-7056,2021001021980,ライクケア株式会社,1170602716,,,54,http://www.like-cn.co.jp/,,,,
112151,1172702068,埼玉県,狭山市,ホームステーション狭山,ホームステーションサヤマ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県狭山市入間川1528-1,,35.853567897691015,139.426204339067370,04-2009-0091,04-2009-0092,7010701010199,ＡＬＳＯＫらいふケア株式会社,1172702068,,,45,http://www.life-silver.com,,,,
112151,1172702159,埼玉県,狭山市,ブリエライフ狭山Ⅱ,ブリエライフサヤマツー,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県狭山市祇園４０番２２号,,35.858907690081070,139.416909728836060,04-2950-7010,04-2950-7011,6030001026291,狭山不動産株式会社,1172702159,,,52,http://brillerlife2.sayama-kaigo.jp/,,,,
112151,1172701797,埼玉県,狭山市,ブリエライフ狭山,ブリエライフサヤマ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県狭山市祇園11-1,,35.858321428403370,139.417500142101300,０４-２９５７-２１１１,０４-２９５７-２１１２,6030001026291,狭山不動産　株式会社,1172701797,,,53,http://brillerlife.sayama-kaigo.jp,,,,
112151,1172702290,埼玉県,狭山市,イリーゼ狭山入曽はなれ,イリーゼサヤマイリソハナレ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県狭山市南入曽878-1,,35.833098887029930,139.423279800000020,04-2950-5253,04-2950-5254,5013301023242,ＨＩＴＯＷＡケアサービス株式会社,1172702290,,,,https://www.irs.jp/area/saitama/sayamashi/sayamairiso_home.html,,,,
112151,1172702332,埼玉県,狭山市,ハーモニーライフ狭山,ハーモニーライフサヤマ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県狭山市大字東三ツ木452-1ハーモニーライフ狭山,ハーモニーライフ狭山,35.873175547015300,139.437927406745930,04-2953-5501,04-2953-5502,3011701009375,メディカル・ケア・プランニング株式会社,1172702332,,,0,https://mcp-net.jp/,,,,
112151,1172701839,埼玉県,狭山市,ル・レーヴ狭山さくら館,ル・レーウ゛サヤマサクラカン,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県狭山市中央１－６－４,,35.854494900000000,139.421275599999940,04-2937-7450,04-2937-7452,9110001006704,株式会社東日本福祉経営サービス,1172701839,,,54,http://www.ej-welfare.jp/,,,,
112151,1172702209,埼玉県,狭山市,介護サービス付き高齢者向けTCグランパル狭山,カイゴサービスツキコウレイシャムケジュウタクティーシーグランパルサヤマ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県狭山市入間川3-13-32,,35.854802300000000,139.406162900000000,04-2900-1551,04-2900-1552,7030001092515,株式会社　トゥルーケア,1172702209,,,0,http://www.truecare.jp/,,,,
112151,1172701524,埼玉県,狭山市,ル・レーヴ狭山,ル・レーゔサヤマ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県狭山市中央1-6-14,,35.854499000000000,139.421584500000000,04-2937-3525,04-2937-3545,9110001006704,株式会社東日本福祉経営サービス,1172701524,,,54,http://www.ej-welfare.jp/,,,,
112160,1173900547,埼玉県,羽生市,ル・レーヴ羽生古島,ル・レーゔハニュウフルシマ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県羽生市下羽生1039-1ル・レーヴ羽生古島,ル・レーヴ羽生古島,36.164125800000000,139.546555400000000,048-598-6015,048-598-6616,9110001006704,株式会社東日本福祉経営サービス,1173900547,,,0,https://www.ej-welfare.jp/facility/371/,,,,
112178,1171701509,埼玉県,鴻巣市,介護付き有料老人ホーム風の街こうのす,カイゴツキユウリョウロウジンホームカゼノマチコウノス,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県鴻巣市吹上富士見3-1-1,,36.097037900000000,139.456953399999970,048-547-2941,048-577-6091,8030005009877,社会福祉法人一粒,1171701509,,,0,https://hitotubu.com/,,,,
112178,1171701848,埼玉県,鴻巣市,ココファン鴻巣,ココファンコウノス,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県鴻巣市本町5-6-18,,36.057345900000000,139.514756500000000,048-540-0061,048-543-3138,3010701020722,株式会社学研ココファン,1171701848,,,,http://www.cocofump.co.jp,,,,
112186,1174602597,埼玉県,深谷市,ふるさとホーム深谷第参,フルサトホームフカヤダイサン,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県深谷市萱場15-1ふるさとホーム深谷第参,ふるさとホーム深谷第参,36.194819608736170,139.266031106815320,048-570-2301,048-575-1831,1010401063932,株式会社ヴァティー,1174602597,,,40,http://www.vati.co.jp/,,,,
112194,1171602897,埼玉県,上尾市,特定施設　エクラシア上尾西,トクテイシセツ　エクラシアアゲオニシ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県上尾市壱丁目東３６－３エクラシア上尾西,エクラシア上尾西,35.955688700000000,139.572626100000000,050-6875－6085,048－729－7851,5010001226200,株式会社エクラシア,1171602897,,,0,,,,,
112216,1171802265,埼玉県,草加市,ホームステーションらいふ草加,ホームステーションライフソウカ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県草加市新里町117-2,,35.807487800000000,139.783446400000000,048-951-1762,048-951-1763,1010701030194,株式会社らいふ,1171802265,,,0,http://www.life-silver.com/,,,,
112216,1171803008,埼玉県,草加市,アミカの郷草加,アミカノサトソウカ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県草加市清門1-277-1アミカの郷草加,アミカの郷草加,35.852922000000000,139.786296700000000,048-946-5900,048-946-5901,3030001000968,ＡＬＳＯＫ介護株式会社,1171803008,,,63,https://kaigo.alsok.co.jp/facility/search/detail/286,,,,
112224,1170804684,埼玉県,越谷市,ライブラリ越谷,ライブラリコシガヤ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県越谷市赤山町2丁目92番地1,,35.884060600000000,139.781243500000000,048-940-6230,048-940-6231,4430001081967,株式会社リビングプラットフォームケア,1170804684,,,,https://www.living-platform.com/,,,,
112224,1170803124,埼玉県,越谷市,学研ココファン大袋,ガッケンココファンオオブクロ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,袋山1400-1学研ココファン大袋,学研ココファン大袋,35.923431400000000,139.776037200000020,048-970-5111,048-979-3035,3010701020722,株式会社学研ココファン,1170803124,,,50,http://www.cocofump.co.jp,,,,
112224,1170802761,埼玉県,越谷市,ケアタウンつどい大沢,ケアタウンツドイオオサワ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,越谷市大沢3-23-3ケアタウンつどい大沢,ケアタウンつどい大沢,35.903133047712270,139.784235740475420,048-970-0808,048-970-0809,6380001009162,ＭＣＰ株式会社,1170802761,,,28,http://mcp-fukushima.com,,,,
112224,1170804437,埼玉県,越谷市,ハーモニーライフ越谷,ハーモニーライフコシガヤ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県越谷市下間久里581-1,,35.928662622040804,139.790603593644080,048-979-3330,048-979-3331,3011701009375,メディカル・ケア・プランニング株式会社,1170804437,,,0,http://www.mcp-net.jp,,,,
112224,1170802472,埼玉県,越谷市,特定施設入居者生活介護サービス付高齢者向け住宅　スタイルケア越谷,トクテイシセツニュウキョシャセイカツカイゴサービスツキコウレイシャムケジュウタク　スタイルケアコシガヤ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県越谷市瓦曽根二丁目5番73号スタイルケア越谷,スタイルケア越谷,35.884449000000000,139.793809799999960,048-940-0160,048-992-8800,2030001003848,シン建工業株式会社,1170802472,,,0,https://shincare-style.co.jp/koshigaya/,,,,
112241,1171901760,埼玉県,戸田市,ドーミー戸田公園Levi,ドーミートダコウエンレヴィ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県戸田市本町3-9-16ドーミー戸田公園Levi,ドーミー戸田公園Levi,35.809712500000000,139.672291699999960,048-434-7316,048-434-7317,1010001014427,株式会社共立メンテナンス,1171901760,,,42,https://www.dormy-senior.com/series/toda/,,,,
112241,1171901729,埼玉県,戸田市,ハーベスト戸田,ハーベストトダ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県戸田市美女木四丁目13番2号,,35.823239100000000,139.644377900000000,048-421-1616,048-421-1618,9120001177676,株式会社ワイグッドケア,1171901729,,,0,https://ygood.jp,,,,
112241,1171901950,埼玉県,戸田市,ハートランド戸田公園,ハートランドトダコウエン,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県戸田市氷川町2-6-19,,35.809250018477750,139.655228778295900,048-446-6851,048-446-6852,9120001177676,株式会社ワイグッドケア,1171901950,,,0,https://ygood.jp/,,,,
112259,1172801233,埼玉県,入間市,ホームステーション入間,ホームステーションイルマ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県入間市宮寺2803-12,,35.800483200000000,139.369999000000000,04-2935-0530,04-2935-0531,7010701010199,株式会社らいふ,1172801233,,,0,http://www.life-silver.com/,,,,
112259,1172801431,埼玉県,入間市,入間藤沢幸楽園,イルマフジサワコウラクエン,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県入間市下藤沢3-25-1,,35.818889956824684,139.409085432124360,04-2901-8989,04-2901-8980,5030005011992,医療法人社団　白報会,1172801431,,,120,http://irumafujisawa-kourakuen.com/,,,,
112259,1172801977,埼玉県,入間市,イリーゼ武蔵藤沢,イリーゼムサシフジサワ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県入間市東藤沢3丁目9番13号イリーゼ武蔵藤沢,イリーゼ武蔵藤沢,35.818887900000000,139.414755400000000,04-2963-9150,04-2963-9151,5013301023242,ＨＩＴＯＷＡケアサービス株式会社,1172801977,,,0,https://www.irs.jp/facility/musashifujisawa/,,,,
112259,1172801787,埼玉県,入間市,ロイヤルレジデンス入間,ロイヤルレジデンスイルマ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県入間市狭山台２-２-17,,35.804909964241390,139.362659201327520,04-2937-3101,04-2937-3107,5011101043816,株式会社社会福祉総合研究所,1172801787,,,70,https://syasouken.com,,,,
112259,1172801878,埼玉県,入間市,介護サービス付き高齢者向け住宅TCピーパル入間,カイゴサービスツキコウレイシャムケジュウタクティーシーピーパルイルマ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県入間市上小谷田1-1-2TC.ピーパル入間,TC.ピーパル入間,35.828936100000000,139.373093800000000,04-2936-9270,04-2936-9564,7030001092515,株式会社トゥルーケア,1172801878,,,24,,,,,
112275,1172100966,埼玉県,朝霞市,コンフォルト朝霞,コンフォルトアサカ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県朝霞市溝沼1－5－2コンフォルト朝霞,コンフォルト朝霞,35.799068600000000,139.589461300000040,048－423－0686,048－423－0658,9030005006857,医療法人　山柳会,1172100966,,,0,:https://yamayanagi.or.jp/conforto_asaka/,,,,
112283,1172200972,埼玉県,志木市,夢眠しき,ムウミンシキ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県志木市中宗岡1丁目19番51号,,35.843332376100850,139.586692685342650,048-424-3051,048-424-3081,2200001034751,株式会社夢眠ホーム,1172200972,,,0,http://muminhome.jp/shiki/,,,,
112305,1175101714,埼玉県,新座市,ロイヤルレジデンス新座,ロイヤルレジデンスニイザ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県新座市野火止7-4-55ロイヤルレジデンス新座,ロイヤルレジデンス新座,35.798866058537094,139.564727705557300,048-489-1155,048-489-1165,5011101043816,株式会社　社会福祉総合研究所,1175101714,,,37,http://syasouken.com/niiza.html/,,,,
112305,1175102233,埼玉県,新座市,イリーゼ新座市役所前,イリーゼニイザシヤクショマエ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,野火止一丁目2番4号,,35.794399299999990,139.566035200000000,048-480-7061,048-480-7062,5013301023242,ＨＩＴＯＷＡケアサービス株式会社,1175102233,,,0,https://www.irs.jp,,,,
112313,1175201407,埼玉県,桶川市,昭和の里　桶川,ショウワノサト　オケガワ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県桶川市西2丁目8番31号,,36.008825700000000,139.555658500000000,048-779-6270,048-779-6275,9012401036150,株式会社デジタルヘルス,1175201407,,,0,,,,,
112313,1175201324,埼玉県,桶川市,さわやかおけがわ館,サワヤカオケガワカン,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県桶川市大字加納71-1,,36.024285400000000,139.566194400000000,048-662-9675,048-662-9676,1290801006728,株式会社さわやか倶楽部,1175201324,,,,https://www.sawayakaclub.jp/okegawakan/,,,,
112313,1175201308,埼玉県,桶川市,さ-びすつきこうれいしゃむけじゅうたく　えくらしあおけがわ,サ－ビス付高齢者向ケ住宅　エクラシア桶川,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県桶川市坂田西3-1-2エクラシア桶川,エクラシア桶川,36.013518200000000,139.566508100000000,050-6861-5212,048-782-6173,5010001226200,株式会社エクラシア,1175201308,,,,,,,,
112321,1170901506,埼玉県,久喜市,イリーゼ久喜,イリーゼクキ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県久喜市久喜中央1-9-10,,36.068958300000000,139.675948000000060,0480-26-1161,0480-26-1162,5013301023242,ＨＩＴＯＷＡケアサービス株式会社,1170901506,,,0,http://www.hitowa.com/care-service/,,,,
112330,1175301033,埼玉県,北本市,エクラシア北本,エクラシア　キタモト,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県北本市下石戸1丁目750番地,,36.019403500000000,139.537956800000000,050-6865-6188,048-598-5827,7030001013181,株式会社ウェルオフ,1175301033,,,0,,,,,
112356,1172901389,埼玉県,富士見市,イリーゼふじみ野・別邸,イリーゼフジミノ・ベッテイ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県富士見市ふじみ野東3丁目10番地10イリーゼふじみ野・別邸,イリーゼふじみ野・別邸,35.865229199999995,139.527363200000000,049-278-2012,049-278-2013,5013301023242,HITOWAケアサービス株式会社,1172901389,,,,http://www.irs.up/,,,,
112372,1171201591,埼玉県,三郷市,家族の家ひまわり三郷,カゾクノイエヒマワリミサト,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,戸ヶ崎1-133-1家族の家ひまわり三郷,家族の家ひまわり三郷,35.809208700000000,139.867874900000000,048-949-0161,048-949-0353,,株式会社　三英堂商事,1171201591,,,0,-,,,,
112372,1171201872,埼玉県,三郷市,ケアリッツレジデンス三郷,ケアリッツレジデンスミサト,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県三郷市鷹野5-259-1ケアリッツレジデンス三郷,ケアリッツレジデンス三郷,35.798010500000000,139.878932700000000,048-951-3220,048-951-3226,6011101061817,株式会社ケアリッツ・アンド・パートナーズ,1171201872,,,0,https://www.careritz.co.jp/station/branch/residence-misato/,,,,
112399,1176001509,埼玉県,坂戸市,ハーモニーライフ坂戸,ハーモニーライフサカド,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県坂戸市関間1-15-32ハーモニーライフ坂戸,ハーモニーライフ坂戸,35.952780399999995,139.401629700000000,049-282-5011,049-282-5012,3011701009375,メディカル・ケア・プランニング株式会社,1176001509,,,0,https://mcp-net.jp/service/care-harmony/care-harmony-saitama/hl_sakado.html,,,,
112399,1176000899,埼玉県,坂戸市,ふるさとホーム坂戸,フルサトホームサカド,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県坂戸市にっさい花みず木5丁目25番地1,,35.967990099999990,139.361928400000040,049-280-3600,049-282-1460,1010401063932,株式会社ヴァティー,1176000899,,,45,www.vati/co.jp,,,,
112399,1176001418,埼玉県,坂戸市,ココファン坂戸,ココファンサカド,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,山田町9-44,,0.000000000000000,0.000000000000000,049-284-4500,049-284-4501,3010701020722,株式会社学研ココファン,1176001418,,,60,https://www.cocofump.co.jp/,,,,
112402,1176100970,埼玉県,幸手市,家族の家ひまわり幸手,カゾクノイエヒマワリサッテ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県幸手市大字上高野908-1家族の家ひまわり幸手,家族の家ひまわり幸手,36.066145600000006,139.715309700000030,0480-40-1071,0480-40-1031,3011001008565,株式会社三英堂商事,1176100970,,,55,http://www.saneido.co.jp/kaigo/satte/,,,,
112411,1176201059,埼玉県,鶴ヶ島市,ハーモニーライフ若葉,ハーモニーライフワカバ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県鶴ヶ島市富士見2-24-27ハーモニーライフ若葉,ハーモニーライフ若葉,35.949116352970826,139.413854315313730,049-286-1011,049-286-1012,3011701009375,メディカル・ケア・プランニング株式会社,1176201059,,,52,http://www.mcp-net.jp,,,,
112429,1176300729,埼玉県,日高市,緑の森　ボワ・ヴェールひだか,ミドリノモリ　ボワ・ヴェールヒダカ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県日高市上鹿山235－1,,35.888567900000000,139.337688800000000,042－978-6720,042－978-6725,9030005014827,医療法人弘心会,1176300729,,,30,https://www.boisvert-hidaka.jp,,,,
112437,1176401030,埼玉県,吉川市,夢眠よしかわ,ムウミンヨシカワ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県吉川市美南1丁目1番3号,,35.874312304461380,139.847321706745900,048-971-8196,048-971-8198,2200001034751,株式会社夢眠ホーム,1176401030,,,,https://muminhome.jp/yoshikawa/,,,,
112437,1176400727,埼玉県,吉川市,ラフェスタ吉川美南,ラフェスタヨシカワミナミ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県吉川市高久1-31-9,,35.866074400000000,139.842226100000060,048-983-3777,048-983-3776,5030001068509,株式会社ＭＯＴ,1176400727,,,43,http://lafesta-group.com,,,,
112453,1173001288,埼玉県,ふじみ野市,ル・レーヴふじみ野,ル・レーブフジミノ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,新駒林1-4-16,,35.868997600000000,139.525375600000000,049-256-7722,049-256-7729,9110001006704,株式会社東日本福祉経営サービス,1173001288,,,0,https://www.ej-welfare.jp/,,,,
112453,1173001007,埼玉県,ふじみ野市,上野台ナーシングホーム,ウエノダイナーシングホーム,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,ふじみ野市上野台２－１５－２３,,35.877108100000000,139.520839000000020,０４９－２６１－７０１１,０４９－２６１－７０１２,8030005008482,サービス付高齢者向け住宅　特定施設　上野台ナーシングホーム,1173001007,,,112,http://ｗｗｗ.kawatsuru-g.jp,,,,
112461,1176600342,埼玉県,白岡市,さわやかしらおか館,サワヤカシラオカカン,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県白岡市小久喜948番地1,,36.013101500000000,139.666028500000000,0480-48-5933,0480-48-5966,1290801006728,株式会社さわやか倶楽部,1176600342,,,55,http://www.sawayakaclub.jp/shiraokakan/,,,,
112461,1176600300,埼玉県,白岡市,ル・レーヴ新白岡,ル・レーゔ　シンシラオカ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,白岡市新白岡9-3-3,,36.034808700000000,139.669434700000000,0480-53-8723,0480-53-8752,9110001006704,ル・レーヴ新白岡,1176600300,,,0,http://www.ej-welfare.jp,,,,
113271,1172401406,埼玉県,越生町,介護よろずや　風の家,カイゴヨロズヤカゼノイエ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県入間郡越生町上野東4-10-1,,35.957375500000000,139.305226300000000,049-277-2122,049-277-2123,4030001070639,株式会社　風翠,1172401406,,,0,info@kazamidori-care.co.jp,,,,
113271,1172401208,埼玉県,越生町,介護よろずや　梅の家,カイゴヨロズヤ　ウメノイエ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県入間郡越生町越生899-3,,35.964113900000000,139.295235000000050,049-277-2202,049-277-2203,4030001070639,株式会社　風翠,1172401208,,,24,http://kazamidori-care.co.jp,,,,
113468,1173201714,埼玉県,川島町,ロイヤルレジデンス川島弐号館,ロイヤルレジデンスカワジマニゴウカン,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県比企郡川島町大字伊草37-1,,35.966437600000000,139.464617200000020,049-299-0606,049-299-0607,5011101043816,株式会社　社会福祉総合研究所,1173201714,,,0,http://syasouken.com,,,,
113468,1173202191,埼玉県,川島町,介護付有料老人ホ－ムみどりの郷あすか,カイゴツキユウリョウロウジンホームミドリノサトアスカ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県比企郡川島町中山１３４７－１介護付有料老人ホームみどりの郷あすか,介護付有料老人ホームみどりの郷あすか,35.989003100000000,139.447315900000030,０４９－２３６－３１４１,０４９－２３６－３１４２,9030002098385,有限会社みどりの郷あすか,1173202191,,,0,http:www.midorinosatoasuka.com,,,,
113484,1173201698,埼玉県,鳩山町,サービス付き高齢者向け住宅麻見江,サービスツキコウレイシャムケジュウタクマミエ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県比企郡鳩山町大字大橋1042-1,,35.990851000000000,139.342302700000000,049-299-6813,049-299-6819,7030005011058,医療法人眞美会,1173201698,,,0,http://www.mamie-hp.or.jp,,,,
113484,1173201979,埼玉県,鳩山町,サービス付き高齢者向け住宅眞美,サービスツキコウレイシャムケジュウタクマミ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県比企郡鳩山町大字大橋993番地1サービス付き高齢者向け住宅眞美,サービス付き高齢者向け住宅眞美,35.991435439284860,139.342454973324600,049-277-3185,049-277-5185,7030005011058,医療法人眞美会,1173201979,,,0,http://www.mamie-hp.or.jp,,,,
113816,1174201283,埼玉県,美里町,サービス付き高齢者向け住宅　ほほえみ,サービスツキコウレイシャムケジュウタク　ホホエミ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県児玉郡美里町大字猪俣3225,,36.153601224242976,139.178525140622700,0495-86-2990,0495-86-2991,4030001061489,株式会社　みさと,1174201283,,,0,https://www.hohoemimisato.com,,,,
114642,1171101817,埼玉県,杉戸町,家族の家ひまわり杉戸,カゾクノイエヒマワリスギト,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県北葛飾郡杉戸町杉戸1-12-7,,36.032397800000000,139.725766700000000,0480-36-1620,0480-36-1622,3011001008565,株式会社　三英堂商事,1171101817,,,52,http://www.saneido.co.jp/kaigo/,,,,
114642,1171101353,埼玉県,杉戸町,杉戸ケアコミュニティそよ風,スギトケアコミィニティソヨカゼ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県北葛飾郡杉戸町杉戸５丁目３番15号,,36.031066300000000,139.722374700000000,0480-31-3133,0480-31-3132,3010401095635,株式会社ＳＯＹＯＫＡＺＥ,1171101353,,,46,http://www.sykz.co.jp.,,,,
114642,1171102005,埼玉県,杉戸町,イリーゼ杉戸,イリーゼスギト,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,埼玉県北葛飾郡杉戸町清地4-7-32,,36.029086800000010,139.735983800000000,0480-37-3657,0480-37-3658,5013301023242,ＨＩＴＯＷＡケアサービス株式会社,1171102005,,,72,https://www.irs.jp/area/saitama/sugitochou/sugito_home.html,,,,
121037,1270302589,千葉県,千葉市稲毛区,ふるさとホーム千葉稲毛,フルサトホームチバイナゲ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,園生町487-13ふるさとホーム千葉稲毛,ふるさとホーム千葉稲毛,35.645408931202326,140.111793532540900,043-207-7800,043-256-8770,1010401063932,株式会社ヴァティー,1270302589,,,0,http://www.vati.co.jp/,,,,
121045,1270403486,千葉県,千葉市若葉区,イリーゼ都賀桜木,イリーゼツガサクラギ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,千葉県千葉市若葉区桜木5丁目17番30号イリーゼ都賀桜木,イリーゼ都賀桜木,35.627347200000000,140.153250200000000,043-214-3531,043-214-3532,,HITOWAケアサービス株式会社,1270403486,,,0,http://www.hitowa.com/care-service/,,,,
122050,1271001008,千葉県,館山市,なごみ花游,ナゴミハナユウ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,千葉県館山市正木2375,,35.023911757809905,139.879364660158100,0470-27-6122,0470-27-6166,2040005016044,一般社団法人悠々会,1271001008,,,50,https://www.nagomihanayu.com/,,,,
122076,1271206110,千葉県,松戸市,ホームステーションらいふ松戸八柱,ホームステーションライフマツドヤハシラ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,千葉県松戸市日暮７－８,,35.789315741266030,139.944080881614700,047-710-0546,047-710-0547,7010701010199,株式会社らいふ,1271206110,,,0,https://www.life-silver.com/,,,,
122076,1271205310,千葉県,松戸市,ウエルガーデン松戸,ウエルガーデンマツド,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,千葉県松戸市五香4-34-3,,35.794028600000000,139.980711100000000,047-385-7177,047-385-7178,3011805001988,社会福祉法人ウエルガーデン,1271205310,,,0,http://www.welgarden.or.jp,,,,
122122,1271703033,千葉県,佐倉市,イリーゼ西志津,イリーゼニシシヅ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,千葉県佐倉市西志津3丁目3番28号,,35.711125700000000,140.138391300000000,043-460-1015,,5013301023242,ＨＩＴＯＷＡケアサービス株式会社,1271703033,,,0,,,,,
122165,1272102268,千葉県,習志野市,イリーゼ津田沼,イリーゼツダヌマ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,千葉県習志野市鷺沼台1-7-12,,35.685188600000000,140.031319600000000,047-470-5701,,5013301023242,ＨＩＴＯＷＡケアサービス株式会社,1272102268,,,61,https://www.irs.jp,,,,
